Names	experiment Cy3	experiment Cy5
GSM1106827_6985_raw.txt.gz	ref	stb3
GSM1106530_4669_raw.txt.gz	mlp2	ref
GSM1106829_6858_raw.txt.gz	ste23	ref
GSM1106828_6684_raw.txt.gz	ref	stb6
GSM1106664_8150_raw.txt.gz	ref	pso2
GSM1106539_4665_raw.txt.gz	mpp6	ref
GSM1106538_7652_raw.txt.gz	mph1	ref
GSM636441_6701_raw.txt.gz	ref	ies1
GSM636440_7805_raw.txt.gz	ies1	ref
GSM636443_7600_raw.txt.gz	ref	ies2
GSM636442_8424_raw.txt.gz	ies2	ref
GSM636445_7588_raw.txt.gz	ref	ies3
GSM636444_7597_raw.txt.gz	ies3	ref
GSM636447_9551_raw.txt.gz	ref	ies4
GSM636446_9539_raw.txt.gz	ies4	ref
GSM636449_7602_raw.txt.gz	ref	ies5
GSM636448_7582_raw.txt.gz	ies5	ref
GSM1106229_493_raw.txt.gz	ref	cnb1
GSM1106228_487_raw.txt.gz	cnb1	ref
GSM1106223_8962_raw.txt.gz	clg1	ref
GSM1106222_7370_raw.txt.gz	ref	clg1
GSM1106221_8063_raw.txt.gz	ref	clb6
GSM1106220_9456_raw.txt.gz	ref	clb4
GSM1106227_8445_raw.txt.gz	ref	cms1
GSM1106226_7623_raw.txt.gz	cms1	ref
GSM1106225_6745_raw.txt.gz	ref	clu1
GSM1106224_6738_raw.txt.gz	cln1	ref
GSM636385_9543_raw.txt.gz	dpb4	ref
GSM1106652_5131_raw.txt.gz	ref	pml1
GSM819651_1425_raw.txt.gz	ref	tco89
GSM819650_1413_raw.txt.gz	tco89	ref
GSM1106653_8356_raw.txt.gz	ref	pnc1
GSM819652_10385_raw.txt.gz	tpk2	ref
GSM819659_1593_raw.txt.gz	ref	tps2
GSM819658_1588_raw.txt.gz	tps2	ref
GSM1106649_6667_raw.txt.gz	pmd1	ref
GSM1106648_8233_raw.txt.gz	ref	plm2
GSM1106319_5425_raw.txt.gz	ref	edc2
GSM1106318_5419_raw.txt.gz	edc2	ref
GSM1106641_222_raw.txt.gz	ref	pib1
GSM1106640_217_raw.txt.gz	pib1	ref
GSM1106643_1407_raw.txt.gz	ref	pig1
GSM1106642_1418_raw.txt.gz	pig1	ref
GSM1106645_2746_raw.txt.gz	ref	pil1
GSM1106644_2740_raw.txt.gz	pil1	ref
GSM1106647_7355_raw.txt.gz	ref	pip2
GSM1106646_6292_raw.txt.gz	pip2	ref
GSM1106799_8104_raw.txt.gz	ref	snl1
GSM1106798_8070_raw.txt.gz	snl1	ref
GSM1106793_8061_raw.txt.gz	ref	slx4
GSM1106792_8042_raw.txt.gz	slx1	ref
GSM1106791_7605_raw.txt.gz	slk19	ref
GSM1106790_7034_raw.txt.gz	ref	sli1
GSM1106797_6315_raw.txt.gz	smp1	ref
GSM1106796_10081_raw.txt.gz	ref	smm1
GSM1106795_10073_raw.txt.gz	smm1	ref
GSM1106794_7625_raw.txt.gz	sml1	ref
GSM630269.txt.gz	ptc4	ref
GSM1107326_7321_raw.txt.gz	ref	hap5
GSM1107736_8486_raw.txt.gz	sgs1	ref
GSM1107737_7639_raw.txt.gz	ref	sgs1
GSM1107738_6839_raw.txt.gz	sis2	ref
GSM1107739_7850_raw.txt.gz	ref	sis2
GSM1107329_5452_raw.txt.gz	heh2	ref
GSM1107328_8997_raw.txt.gz	ref	hcr1
GSM1107660_6154_raw.txt.gz	ref	rox1
GSM1107661_7813_raw.txt.gz	rpa12	ref
GSM1107662_6890_raw.txt.gz	ref	rpa12
GSM1107663_7375_raw.txt.gz	rpa14	ref
GSM1107664_8281_raw.txt.gz	ref	rpa14
GSM1107665_6730_raw.txt.gz	ref	rpa49
GSM1107666_8975_raw.txt.gz	rpa49	ref
GSM1107667_1798_raw.txt.gz	rpb9	ref
GSM1107668_1802_raw.txt.gz	ref	rpb9
GSM1107669_11644_raw.txt.gz	rpl16a	ref
GSM630292.txt.gz	ref	rck2
GSM1107463_7811_raw.txt.gz	msc1	ref
GSM630290.txt.gz	ref	rck1
GSM630291.txt.gz	rck2	ref
GSM1107466_6865_raw.txt.gz	ref	msh1
GSM630297.txt.gz	sak1	ref
GSM1107464_6855_raw.txt.gz	ref	msc1
GSM1107465_7812_raw.txt.gz	msh1	ref
GSM630298.txt.gz	ref	sak1
GSM1107469_2994_raw.txt.gz	msn5	ref
GSM1107068_6275_raw.txt.gz	ypr196w	ref
GSM1107069_6286_raw.txt.gz	ref	ypr196w
GSM1107066_4987_raw.txt.gz	ypr174c	ref
GSM1107067_5021_raw.txt.gz	ref	ypr174c
GSM1107064_6643_raw.txt.gz	ypr022c	ref
GSM1107065_7146_raw.txt.gz	ypr078c	ref
GSM1107062_6669_raw.txt.gz	ref	ypr013c
GSM1107063_7583_raw.txt.gz	ypr015c	ref
GSM1107060_3112_raw.txt.gz	ypl260w	ref
GSM1107061_3113_raw.txt.gz	ref	ypl260w
GSM1106821_7127_raw.txt.gz	srl4	ref
GSM1107925_3928_raw.txt.gz	vid28	ref
GSM1106820_8514_raw.txt.gz	srl3	ref
GSM1106823_7965_raw.txt.gz	ref	srx1
GSM1107206_7341_raw.txt.gz	ref	ctf18
GSM1107207_8417_raw.txt.gz	ctf19	ref
GSM1107204_10426_raw.txt.gz	ref	cst6
GSM1107205_8406_raw.txt.gz	ctf18	ref
GSM1107202_8496_raw.txt.gz	ref	csm3
GSM1107203_10414_raw.txt.gz	cst6	ref
GSM1107200_8435_raw.txt.gz	ref	csm1
GSM1107201_8126_raw.txt.gz	csm3	ref
GSM1106825_9051_raw.txt.gz	ssd1	ref
GSM1107208_7642_raw.txt.gz	ref	ctf19
GSM1106824_6861_raw.txt.gz	ssb2	ref
GSM1106531_4675_raw.txt.gz	ref	mlp2
GSM1106826_8199_raw.txt.gz	ssf2	ref
GSM1107848_9285_raw.txt.gz	top3	ref
GSM1107849_10072_raw.txt.gz	trm1	ref
GSM1107518_4958_raw.txt.gz	ref	nup60
GSM1107519_2080_raw.txt.gz	oca4	ref
GSM1107512_8107_raw.txt.gz	ref	nup133
GSM1107513_8795_raw.txt.gz	nup170	ref
GSM1107510_9190_raw.txt.gz	ref	nup120
GSM1107511_8547_raw.txt.gz	nup133	ref
GSM1107516_8105_raw.txt.gz	ref	nup188
GSM1107517_4957_raw.txt.gz	nup60	ref
GSM1107514_8899_raw.txt.gz	ref	nup170
GSM1107515_8470_raw.txt.gz	nup188	ref
GSM1107688_8163_raw.txt.gz	ref	rrp8
GSM1107689_7468_raw.txt.gz	rsa1	ref
GSM1107682_7970_raw.txt.gz	ref	rrd1
GSM1107683_8059_raw.txt.gz	ref	rrm3
GSM1107680_11631_raw.txt.gz	ref	rps21a
GSM1107681_7829_raw.txt.gz	rrd1	ref
GSM1107686_4604_raw.txt.gz	ref	rrp6
GSM1107687_8601_raw.txt.gz	rrp8	ref
GSM1107684_8549_raw.txt.gz	rrm3	ref
GSM1107685_4599_raw.txt.gz	rrp6	ref
GSM636528_8607_raw.txt.gz	rsc2	ref
GSM636529_7928_raw.txt.gz	ref	rsc2
GSM636526_8624_raw.txt.gz	ref	rsc1
GSM636527_7922_raw.txt.gz	rsc1	ref
GSM636522_4598_raw.txt.gz	rpd3	ref
GSM636523_4609_raw.txt.gz	ref	rpd3
GSM636520_6932_raw.txt.gz	rfm1	ref
GSM636521_8579_raw.txt.gz	ref	rfm1
GSM1107467_7336_raw.txt.gz	msh2	ref
GSM1107608_2716_raw.txt.gz	rad18	ref
GSM1106814_6987_raw.txt.gz	ref	sps18
GSM1106815_8323_raw.txt.gz	ref	sps4
GSM1106816_8981_raw.txt.gz	sps4	ref
GSM1106817_8362_raw.txt.gz	sqs1	ref
GSM1106810_7541_raw.txt.gz	spo13	ref
GSM1106811_8276_raw.txt.gz	ref	spo13
GSM1106812_6569_raw.txt.gz	ref	spo22
GSM1106813_7882_raw.txt.gz	ref	spo22
GSM1106818_5115_raw.txt.gz	src1	ref
GSM1106819_5122_raw.txt.gz	ref	src1
GSM636452_5698_raw.txt.gz	ioc2	ref
GSM1107884_311_raw.txt.gz	ref	ubp16
GSM636450_8622_raw.txt.gz	ref	ies6
GSM636451_7896_raw.txt.gz	ies6	ref
GSM636456_5697_raw.txt.gz	ioc4	ref
GSM636457_5702_raw.txt.gz	ref	ioc4
GSM636454_5507_raw.txt.gz	ioc3	ref
GSM1107885_4365_raw.txt.gz	ubp3	ref
GSM636458_5699_raw.txt.gz	isw1	ref
GSM636459_5704_raw.txt.gz	ref	isw1
GSM1107886_4370_raw.txt.gz	ref	ubp3
GSM1107887_3433_raw.txt.gz	ubp6	ref
GSM1107880_3438_raw.txt.gz	ref	ubp14
GSM1107881_3460_raw.txt.gz	ubp15	ref
GSM1107882_3461_raw.txt.gz	ref	ubp15
GSM1106258_4058_raw.txt.gz	ref	cue2
GSM1106259_3017_raw.txt.gz	cue3	ref
GSM1106256_7630_raw.txt.gz	ref	ctl1
GSM1106257_4052_raw.txt.gz	cue2	ref
GSM1106254_4884_raw.txt.gz	cth2	ref
GSM1106255_4878_raw.txt.gz	ref	cth2
GSM1106252_7449_raw.txt.gz	ctf3	ref
GSM1106253_8164_raw.txt.gz	ref	cth1
GSM1106250_184_raw.txt.gz	cst9	ref
GSM1106251_188_raw.txt.gz	ref	cst9
GSM1106498_9434_raw.txt.gz	ref	mer1
GSM1106499_9057_raw.txt.gz	mer1	ref
GSM1107926_3934_raw.txt.gz	ref	vid28
GSM1106490_3184_raw.txt.gz	mdy2	ref
GSM1106491_3190_raw.txt.gz	ref	mdy2
GSM1106492_8413_raw.txt.gz	mec3	ref
GSM1106493_7611_raw.txt.gz	ref	mec3
GSM1106494_7540_raw.txt.gz	mei4	ref
GSM1106495_8421_raw.txt.gz	mei4	ref
GSM1106496_3055_raw.txt.gz	mep2	ref
GSM1106497_3143_raw.txt.gz	ref	mep2
GSM1107924_9005_raw.txt.gz	ref	vhr1
GSM1107923_8310_raw.txt.gz	vhr1	ref
GSM1107922_8466_raw.txt.gz	ref	vam6
GSM1107921_5542_raw.txt.gz	vam6	ref
GSM1107468_8430_raw.txt.gz	ref	msh2
GSM1107920_9686_raw.txt.gz	ref	vam3
GSM819642_2763_raw.txt.gz	snf4	ref
GSM819643_2768_raw.txt.gz	ref	snf4
GSM819640_3116_raw.txt.gz	snf3	ref
GSM819641_3117_raw.txt.gz	ref	snf3
GSM819646_1578_raw.txt.gz	std1	ref
GSM819647_1581_raw.txt.gz	ref	std1
GSM819644_3106_raw.txt.gz	sok2	ref
GSM819645_3107_raw.txt.gz	ref	sok2
GSM819648_5231_raw.txt.gz	ste14	ref
GSM819649_5232_raw.txt.gz	ref	ste14
GSM1106678_7351_raw.txt.gz	ref	rad10
GSM1106679_8029_raw.txt.gz	rad14	ref
GSM1106674_6450_raw.txt.gz	ref	pyc1
GSM1106675_6435_raw.txt.gz	pyc2	ref
GSM1106676_9124_raw.txt.gz	qri7	ref
GSM1106677_9133_raw.txt.gz	ref	qri7
GSM1106670_8371_raw.txt.gz	puf2	ref
GSM1106671_9017_raw.txt.gz	ref	puf2
GSM1106672_6443_raw.txt.gz	put1	ref
GSM1106673_6343_raw.txt.gz	ref	put3
GSM1107144_5133_raw.txt.gz	ref	bud13
GSM630111.txt.gz	cka1	ref
GSM630110.txt.gz	ref	chk1
GSM630113.txt.gz	cka2	ref
GSM630112.txt.gz	ref	cka1
GSM630115.txt.gz	cki1	ref
GSM630114.txt.gz	ref	cka2
GSM630117.txt.gz	cla4	ref
GSM630116.txt.gz	ref	cki1
GSM630119.txt.gz	cmk1	ref
GSM630118.txt.gz	ref	cla4
GSM1106898_4378_raw.txt.gz	ref	ubp7
GSM1106899_4375_raw.txt.gz	ubp9	ref
GSM1107677_11634_raw.txt.gz	rps0b	ref
GSM1107676_11817_raw.txt.gz	rpn4	ref
GSM1107675_11613_raw.txt.gz	ref	rpn4
GSM1107674_7299_raw.txt.gz	ref	rpn13
GSM1107673_7293_raw.txt.gz	rpn13	ref
GSM1107672_3443_raw.txt.gz	ref	rpn10
GSM1107671_3442_raw.txt.gz	rpn10	ref
GSM1107670_11655_raw.txt.gz	ref	rpl16a
GSM1107679_11632_raw.txt.gz	rps21a	ref
GSM1107678_11633_raw.txt.gz	ref	rps0b
GSM1107471_4197_raw.txt.gz	mub1	ref
GSM1107470_2996_raw.txt.gz	ref	msn5
GSM1107473_10380_raw.txt.gz	mud2	ref
GSM1107472_4202_raw.txt.gz	ref	mub1
GSM1107475_6884_raw.txt.gz	mum2	ref
GSM1107474_10390_raw.txt.gz	ref	mud2
GSM1107477_8483_raw.txt.gz	mus81	ref
GSM1107476_7855_raw.txt.gz	ref	mum2
GSM1107479_8244_raw.txt.gz	nam7	ref
GSM1107478_8050_raw.txt.gz	ref	mus81
GSM1106548_7619_raw.txt.gz	msh3	ref
GSM1106549_7010_raw.txt.gz	ref	msh5
GSM1107079_1075_raw.txt.gz	yuh1	ref
GSM1107078_8339_raw.txt.gz	ref	yrr1
GSM1107075_6931_raw.txt.gz	yrm1	ref
GSM1107074_5180_raw.txt.gz	ref	yra2
GSM1107077_6687_raw.txt.gz	ref	yrr1
GSM1107076_7726_raw.txt.gz	ref	yrm1
GSM1107071_10361_raw.txt.gz	ypt31	ref
GSM1107070_6969_raw.txt.gz	yps1	ref
GSM1107073_5174_raw.txt.gz	yra2	ref
GSM1107072_10373_raw.txt.gz	ref	ypt31
GSM1107215_7735_raw.txt.gz	cup9	ref
GSM1107214_3036_raw.txt.gz	ref	cue1
GSM1107217_1014_raw.txt.gz	cycC	ref
GSM1107216_6302_raw.txt.gz	ref	cup9
GSM1107211_7337_raw.txt.gz	ctf8	ref
GSM1107210_8992_raw.txt.gz	ctf4	ref
GSM1107213_3030_raw.txt.gz	cue1	ref
GSM1107212_11169_raw.txt.gz	ref	ctf8
GSM1107219_8171_raw.txt.gz	dal81	ref
GSM1107218_1017_raw.txt.gz	ref	cycC
GSM630339.txt.gz	swe1	ref
GSM630338.txt.gz	ref	ste7
GSM630331.txt.gz	ssk22	ref
GSM630330.txt.gz	ref	ssk2
GSM630333.txt.gz	ste11	ref
GSM630332.txt.gz	ref	ssk22
GSM630335.txt.gz	ste20	ref
GSM630334.txt.gz	ref	ste11
GSM630337.txt.gz	ste7	ref
GSM630336.txt.gz	ref	ste20
GSM1107932_3948_raw.txt.gz	ref	vps24
GSM1107509_9179_raw.txt.gz	nup120	ref
GSM1107508_9004_raw.txt.gz	ref	nrp1
GSM1107859_7808_raw.txt.gz	uaf30	ref
GSM1107858_8432_raw.txt.gz	ref	tub3
GSM1107501_8066_raw.txt.gz	npl3	ref
GSM1107500_5560_raw.txt.gz	ref	nop6
GSM1107503_8346_raw.txt.gz	npr2	ref
GSM1107502_8100_raw.txt.gz	ref	npl3
GSM1107505_9243_raw.txt.gz	npt1	ref
GSM1107504_9010_raw.txt.gz	ref	npr2
GSM1107507_8306_raw.txt.gz	nrp1	ref
GSM1107506_9252_raw.txt.gz	ref	npt1
GSM1107699_5695_raw.txt.gz	rtt103	ref
GSM1107698_5215_raw.txt.gz	ref	rts1
GSM1107691_1444_raw.txt.gz	rtg1	ref
GSM1107690_8487_raw.txt.gz	ref	rsa1
GSM1107693_1759_raw.txt.gz	rtg3	ref
GSM1107692_1449_raw.txt.gz	ref	rtg1
GSM1107695_8785_raw.txt.gz	rtr1	ref
GSM1107694_1765_raw.txt.gz	ref	rtg3
GSM1107697_5210_raw.txt.gz	rts1	ref
GSM1107696_9291_raw.txt.gz	ref	rtr1
GSM1108005_8385_raw.txt.gz	ypt7	ref
GSM1108004_8986_raw.txt.gz	ypt6	ref
GSM1108007_6838_raw.txt.gz	yta7	ref
GSM1108006_9014_raw.txt.gz	ref	ypt7
GSM1108001_10068_raw.txt.gz	ypr153w	ref
GSM636638_6633_raw.txt.gz	vps71	ref
GSM1108000_7028_raw.txt.gz	ypl199c	ref
GSM636513_5189_raw.txt.gz	ref	paf1
GSM636512_5184_raw.txt.gz	paf1	ref
GSM636511_7820_raw.txt.gz	ref	nto1
GSM636510_6664_raw.txt.gz	nto1	ref
GSM636517_1546_raw.txt.gz	ref	rad6
GSM1108003_8386_raw.txt.gz	ref	ypt6
GSM636515_7722_raw.txt.gz	ref	pho23
GSM636514_6620_raw.txt.gz	pho23	ref
GSM636519_6118_raw.txt.gz	ref	rco1
GSM1108002_10076_raw.txt.gz	ref	ypr153w
GSM1107444_11610_raw.txt.gz	ref	mig1
GSM1107445_3098_raw.txt.gz	mks1	ref
GSM1107446_3099_raw.txt.gz	ref	mks1
GSM1107447_8418_raw.txt.gz	mms1	ref
GSM1107440_5135_raw.txt.gz	ref	mft1
GSM1107819_5693_raw.txt.gz	ref	syc1
GSM1107441_6988_raw.txt.gz	ref	mga2
GSM1107818_5687_raw.txt.gz	syc1	ref
GSM1107442_7947_raw.txt.gz	mga2	ref
GSM1107443_11598_raw.txt.gz	mig1	ref
GSM819653_10396_raw.txt.gz	ref	tpk2
GSM636467_1647_raw.txt.gz	ref	jhd2
GSM636466_1642_raw.txt.gz	jhd2	ref
GSM636465_1645_raw.txt.gz	ref	jhd1
GSM636464_1640_raw.txt.gz	jhd1	ref
GSM636463_6672_raw.txt.gz	ref	itc1
GSM636462_7803_raw.txt.gz	itc1	ref
GSM636469_7553_raw.txt.gz	ldb7	ref
GSM636468_7558_raw.txt.gz	ref	ldb7
GSM1106249_8360_raw.txt.gz	ref	csr2
GSM1106248_2901_raw.txt.gz	ref	csn9
GSM1106245_2896_raw.txt.gz	csn12	ref
GSM1106244_7311_raw.txt.gz	ref	csm2
GSM1106247_2895_raw.txt.gz	csn9	ref
GSM1106246_2902_raw.txt.gz	ref	csn12
GSM1106241_6740_raw.txt.gz	ref	crz1
GSM1106240_4024_raw.txt.gz	ref	crt10
GSM1106243_2904_raw.txt.gz	ref	csi1
GSM1106242_2898_raw.txt.gz	csi1	ref
GSM1106489_7347_raw.txt.gz	mcm22	ref
GSM1106488_8433_raw.txt.gz	ref	mcm16
GSM1106487_7346_raw.txt.gz	mcm16	ref
GSM1106486_8382_raw.txt.gz	ref	mca1
GSM1106485_6642_raw.txt.gz	mbf1	ref
GSM1106484_8211_raw.txt.gz	mam1	ref
GSM1106483_7926_raw.txt.gz	ref	mal33
GSM1106482_6115_raw.txt.gz	ref	mal13
GSM1106481_7169_raw.txt.gz	mal13	ref
GSM1106480_271_raw.txt.gz	ref	mag2
GSM1106809_8144_raw.txt.gz	spo12	ref
GSM1106808_7546_raw.txt.gz	ref	spo11
GSM1106803_2868_raw.txt.gz	ref	sok1
GSM1106802_2863_raw.txt.gz	sok1	ref
GSM1106801_270_raw.txt.gz	ref	snt2
GSM1106800_265_raw.txt.gz	snt2	ref
GSM1106807_5590_raw.txt.gz	ref	spg5
GSM1106806_5584_raw.txt.gz	spg5	ref
GSM1106805_4023_raw.txt.gz	ref	sol1
GSM1106804_4016_raw.txt.gz	sol1	ref
GSM1106663_4350_raw.txt.gz	ref	psh1
GSM1106662_4344_raw.txt.gz	psh1	ref
GSM1106661_7145_raw.txt.gz	prm5	ref
GSM1106660_5290_raw.txt.gz	ref	prm3
GSM1106667_11619_raw.txt.gz	ref	ptr2
GSM1106666_11607_raw.txt.gz	ptr2	ref
GSM1106665_7021_raw.txt.gz	ref	psy3
GSM1106316_7448_raw.txt.gz	ecm32	ref
GSM1106669_8977_raw.txt.gz	pub1	ref
GSM1106668_8301_raw.txt.gz	ref	pub1
GSM1106315_9589_raw.txt.gz	ref	ecm23
GSM1106314_9577_raw.txt.gz	ecm23	ref
GSM1106313_6974_raw.txt.gz	ref	ecm22
GSM1106312_8159_raw.txt.gz	ref	ecm2
GSM1106311_8156_raw.txt.gz	ref	ecm1
GSM1106310_7333_raw.txt.gz	dyn1	ref
GSM630102.txt.gz	ref	atg1
GSM630100.txt.gz	ref	ark1
GSM630101.txt.gz	atg1	ref
GSM630106.txt.gz	ref	bck1
GSM630107.txt.gz	cdk8	ref
GSM630105.txt.gz	bck1	ref
GSM630108.txt.gz	ref	cdk8
GSM630109.txt.gz	chk1	ref
GSM636414_2745_raw.txt.gz	ref	hfi1
GSM819520_3095_raw.txt.gz	ref	cap
GSM1107996_8495_raw.txt.gz	ref	ynr004w
GSM1107997_187_raw.txt.gz	yol138c	ref
GSM819585_2992_raw.txt.gz	muc1	ref
GSM819584_1553_raw.txt.gz	ref	mth1
GSM819586_2993_raw.txt.gz	ref	muc1
GSM1107994_7154_raw.txt.gz	ref	ynl213c
GSM819583_1540_raw.txt.gz	mth1	ref
GSM1107995_7633_raw.txt.gz	ynr004w	ref
GSM819527_3136_raw.txt.gz	ref	gal83
GSM1107992_7319_raw.txt.gz	ref	ymr293c
GSM1107993_7835_raw.txt.gz	ynl213c	ref
GSM1107196_8534_raw.txt.gz	cln3	ref
GSM1107197_5941_raw.txt.gz	cpr6	ref
GSM1107194_6905_raw.txt.gz	ref	cln2
GSM1107195_9448_raw.txt.gz	ref	cln3
GSM1107192_8450_raw.txt.gz	ref	clb5
GSM1107193_7809_raw.txt.gz	cln2	ref
GSM1107190_8449_raw.txt.gz	ref	clb2
GSM1107191_7618_raw.txt.gz	clb5	ref
GSM1107991_6559_raw.txt.gz	ymr293c	ref
GSM1107448_7644_raw.txt.gz	ref	mms1
GSM1107449_8414_raw.txt.gz	mms22	ref
GSM1107198_5948_raw.txt.gz	ref	cpr6
GSM1107199_7304_raw.txt.gz	csm1	ref
GSM1107611_3022_raw.txt.gz	ref	rad23
GSM1107610_3016_raw.txt.gz	rad23	ref
GSM1107613_5599_raw.txt.gz	ref	rad26
GSM1107040_10255_raw.txt.gz	ynl155w	ref
GSM1107041_10266_raw.txt.gz	ref	ynl155w
GSM1107042_8469_raw.txt.gz	ynr063w	ref
GSM1107043_8324_raw.txt.gz	yol053w	ref
GSM1107044_7240_raw.txt.gz	yol086w	ref
GSM1107045_7142_raw.txt.gz	ref	yol159c
GSM1107046_5486_raw.txt.gz	yor051c	ref
GSM1107047_5492_raw.txt.gz	ref	yor051c
GSM1107048_10252_raw.txt.gz	yor052c	ref
GSM1107049_10263_raw.txt.gz	ref	yor052c
GSM1107614_5488_raw.txt.gz	rad27	ref
GSM1107228_8592_raw.txt.gz	ref	dcc1
GSM1107229_1769_raw.txt.gz	dcs1	ref
GSM819525_2866_raw.txt.gz	ref	fbp1
GSM1107617_196_raw.txt.gz	rad5	ref
GSM1107998_191_raw.txt.gz	ref	yol138c
GSM1107999_7033_raw.txt.gz	ref	yor338w
GSM1107220_10456_raw.txt.gz	ref	dal81
GSM1107221_6142_raw.txt.gz	dat1	ref
GSM1107222_6153_raw.txt.gz	ref	dat1
GSM1107223_9511_raw.txt.gz	dbp3	ref
GSM1107224_8910_raw.txt.gz	dbp3	ref
GSM1107225_8535_raw.txt.gz	dbr1	ref
GSM1107226_9033_raw.txt.gz	ref	dbr1
GSM1107227_9287_raw.txt.gz	dcc1	ref
GSM1106452_8373_raw.txt.gz	jsn1	ref
GSM630328.txt.gz	ref	sps1
GSM630329.txt.gz	ssk2	ref
GSM630322.txt.gz	ref	smk1
GSM630320.txt.gz	ref	slt2
GSM630321.txt.gz	smk1	ref
GSM630326.txt.gz	ref	snf1
GSM630327.txt.gz	sps1	ref
GSM630325.txt.gz	snf1	ref
GSM636649_5394_raw.txt.gz	ref	yku80
GSM636648_5388_raw.txt.gz	yku80	ref
GSM1107538_3089_raw.txt.gz	ref	pcl6
GSM1107539_6916_raw.txt.gz	pcl8	ref
GSM636643_9029_raw.txt.gz	ref	vps75
GSM636642_8247_raw.txt.gz	vps75	ref
GSM1107536_5423_raw.txt.gz	ref	pbp1
GSM1107537_3088_raw.txt.gz	pcl6	ref
GSM1107530_9020_raw.txt.gz	ref	pap2
GSM1107531_5406_raw.txt.gz	pat1	ref
GSM1107532_5412_raw.txt.gz	ref	pat1
GSM1107533_3444_raw.txt.gz	pba1	ref
GSM636504_6164_raw.txt.gz	not3	ref
GSM636505_6168_raw.txt.gz	ref	not3
GSM636506_349_raw.txt.gz	not4	ref
GSM636507_357_raw.txt.gz	ref	not4
GSM636500_9141_raw.txt.gz	ref	nhp10
GSM636508_9246_raw.txt.gz	npl6	ref
GSM636509_9254_raw.txt.gz	ref	npl6
GSM1107872_425_raw.txt.gz	ref	ubc8
GSM636478_540_raw.txt.gz	med16	ref
GSM636479_542_raw.txt.gz	ref	med16
GSM1106553_7176_raw.txt.gz	msn1	ref
GSM636470_9184_raw.txt.gz	leo1	ref
GSM636471_9195_raw.txt.gz	ref	leo1
GSM636472_2971_raw.txt.gz	lge1	ref
GSM636473_2977_raw.txt.gz	ref	lge1
GSM636474_2839_raw.txt.gz	med1	ref
GSM636475_2840_raw.txt.gz	ref	med1
GSM636476_2835_raw.txt.gz	med15	ref
GSM636477_2836_raw.txt.gz	ref	med15
GSM1106270_8142_raw.txt.gz	cwc15	ref
GSM1106271_8948_raw.txt.gz	ref	cwc15
GSM1106272_8303_raw.txt.gz	ref	cwc21
GSM1106273_8359_raw.txt.gz	cwc27	ref
GSM1106274_6472_raw.txt.gz	ref	cyc3
GSM1106275_6454_raw.txt.gz	dak1	ref
GSM1106276_6742_raw.txt.gz	ref	dal80
GSM1106277_7902_raw.txt.gz	ref	dal80
GSM1106278_6293_raw.txt.gz	dal82	ref
GSM1106279_6313_raw.txt.gz	ref	dal82
GSM1106908_3012_raw.txt.gz	ref	ubx6
GSM1106909_7294_raw.txt.gz	ubx7	ref
GSM1106472_7586_raw.txt.gz	lys14	ref
GSM1106473_8284_raw.txt.gz	ref	lys14
GSM1106470_9160_raw.txt.gz	lug1	ref
GSM1106471_9143_raw.txt.gz	ref	lug1
GSM1106476_7309_raw.txt.gz	ref	mad3
GSM1106477_7364_raw.txt.gz	ref	mae1
GSM1106474_7643_raw.txt.gz	ref	mad1
GSM1106475_7352_raw.txt.gz	ref	mad2
GSM1106478_8153_raw.txt.gz	ref	mag1
GSM1106479_266_raw.txt.gz	mag2	ref
GSM1106878_3233_raw.txt.gz	ref	tus1
GSM1106879_1760_raw.txt.gz	tye7	ref
GSM1106876_221_raw.txt.gz	ref	tul1
GSM1106877_3227_raw.txt.gz	tus1	ref
GSM1106874_7909_raw.txt.gz	trx1	ref
GSM1106875_216_raw.txt.gz	tul1	ref
GSM1106872_8315_raw.txt.gz	ref	trf5
GSM1106873_7626_raw.txt.gz	tri1	ref
GSM1106870_4295_raw.txt.gz	tre1	ref
GSM1106871_4301_raw.txt.gz	ref	tre1
GSM1106616_7862_raw.txt.gz	pcl10	ref
GSM1106617_7310_raw.txt.gz	ref	pcl2
GSM1106614_2974_raw.txt.gz	ref	pci8
GSM1106615_8030_raw.txt.gz	pcl1	ref
GSM1106612_8327_raw.txt.gz	pch2	ref
GSM1106613_2968_raw.txt.gz	pci8	ref
GSM1106610_7126_raw.txt.gz	pau11	ref
GSM1106611_8214_raw.txt.gz	pbp2	ref
GSM1106618_8995_raw.txt.gz	pcl2	ref
GSM1106619_6867_raw.txt.gz	ref	pcl5
GSM1106586_4863_raw.txt.gz	ref	nup100
GSM1106587_4825_raw.txt.gz	nup157	ref
GSM1106584_6904_raw.txt.gz	ref	ntg2
GSM1106585_4857_raw.txt.gz	nup100	ref
GSM1106582_8272_raw.txt.gz	ref	ntg1
GSM1106583_6908_raw.txt.gz	ntg2	ref
GSM1106580_6634_raw.txt.gz	ref	nrm1
GSM1106581_8160_raw.txt.gz	ref	ntc20
GSM1106588_4831_raw.txt.gz	ref	nup157
GSM1106589_4596_raw.txt.gz	nup2	ref
GSM1107417_8600_raw.txt.gz	mak31	ref
GSM1107416_10183_raw.txt.gz	mac1	ref
GSM1107415_8901_raw.txt.gz	ref	mac1
GSM1107534_3445_raw.txt.gz	ref	pba1
GSM1106728_8240_raw.txt.gz	ref	rnh203
