	SystematicName	GeneSymbol
2034	YNL045W	YNL045W
2035	YDR348C	YDR348C
2036	YNL233W	BNI4
2037	YJR075W	HOC1
2038	YOR355W	GDS1
2039	YDR403W	DIT1
2040	YDL209C	CWC2
2041	YGL026C	TRP5
2042	YJR152W	DAL5
2043	YGL030W	RPL30
2044	YOL103W	ITR2
2045	YCR093W	CDC39
2046	YJL073W	JEM1
2047	YIR039C	YPS6
2048	YCL061C	MRC1
2049	YJR002W	MPP10
2050	YMR001C	CDC5
2051	YGL143C	MRF1
2052	YMR205C	PFK2
2053	YGL224C	SDT1
2054	YJL111W	CCT7
2055	YPR143W	RRP15
2056	YNL095C	YNL095C
2057	YOR372C	NDD1
2058	YBR234C	ARC40
2059	YML103C	NUP188
2060	YEL034W	HYP2
2061	YDR239C	YDR239C
2062	YDR259C	YAP6
2063	YCL009C	ILV6
2064	YGL159W	YGL159W
2065	YDR105C	TMS1
2066	YMR119W	ASI1
2067	YLL042C	ATG10
2068	YLR395C	COX8
2069	YDR201W	SPC19
2070	YJL128C	PBS2
2071	YPL104W	MSD1
2072	YGL047W	ALG13
2073	YLR130C	ZRT2
2074	YCR030C	SYP1
2075	YNL049C	SFB2
2076	YMR059W	SEN15
2077	YDR514C	YDR514C
2078	YEL075W-A	YEL075W-A
2079	YIL067C	YIL067C
2080	YNL101W	AVT4
2081	YNL135C	FPR1
2082	YNL142W	MEP2
2083	YNL207W	RIO2
2084	YDR384C	ATO3
2085	YMR071C	YMR071C
2086	YCR052W	RSC6
2087	YKR024C	DBP7
2088	YCR092C	MSH3
2089	YBR109C	CMD1
2090	YOR356W	
2091	YBR129C	OPY1
2092	YJL174W	KRE9
2093	YER149C	PEA2
2094	YMR022W	QRI8
2095	YNL214W	PEX17
2096	YOR006C	YOR006C
2097	YJR004C	SAG1
2098	YBR151W	APD1
2099	YER031C	YPT31
2100	YML005W	TRM12
2101	YKL211C	TRP3
2102	YOR144C	ELG1
2103	YGR073C	YGR073C
2104	YER148W	SPT15
2105	YER064C	YER064C
2106	YML105C	SEC65
2107	YNL284C	MRPL10
2108	YOR142W	LSC1
2109	YDR254W	CHL4
2110	YLR068W	FYV7
2111	YML054C	CYB2
2112	YMR061W	RNA14
2113	YER026C	CHO1
2114	YBL059C-A	YBL059C-A
2115	YHL039W	YHL039W
2116	YHR166C	CDC23
2117	YDR430C	CYM1
2118	YDR183W	PLP1
2119	YIR006C	PAN1
2120	YJR051W	OSM1
2121	YDR061W	
2122	YDL055C	PSA1
2123	YER168C	CCA1
2124	YHR194W	MDM31
2125	YBL076C	ILS1
2126	YHR113W	YHR113W
2127	YOR013W	YOR013W
2128	YLR003C	YLR003C
2129	YJR065C	ARP3
2130	YDL043C	PRP11
2131	YDR067C	YDR067C
2132	YML111W	BUL2
2133	YOR174W	MED4
2134	YJL054W	TIM54
2135	YBL080C	PET112
2136	YPR073C	LTP1
2137	YGR057C	LST7
2138	YML126C	ERG13
2139	YDL182W	LYS20
2140	YNL273W	TOF1
2141	YGR029W	ERV1
2142	YPR006C	ICL2
2143	YDL120W	YFH1
2144	YEL031W	SPF1
2145	YDL090C	RAM1
2146	YCR037C	PHO87
2147	YLR315W	NKP2
2148	YMR009W	
2149	YML028W	TSA1
2150	YMR148W	YMR148W
2151	YBL056W	PTC3
2152	YJR042W	NUP85
2153	YIL043C	CBR1
2154	YDR304C	CPR5
2155	YHR182W	YHR182W
2156	YPR012W	YPR012W
2157	YNL126W	SPC98
2158	YMR033W	ARP9
2159	YPR074C	TKL1
2160	YML098W	TAF13
2161	YGR093W	YGR093W
2162	YBL016W	FUS3
2163	YDL172C	YDL172C
2164	YKR035W-A	DID2
2165	YOR025W	HST3
2166	YIR022W	SEC11
2167	YNR014W	YNR014W
2168	YEL064C	AVT2
2169	YIR011C	STS1
2170	YDR363W	ESC2
2171	YCL055W	KAR4
2172	YLR033W	RSC58
2173	YJR111C	YJR111C
2174	YKL116C	PRR1
2175	YDR531W	YDR531W
2176	YDR478W	SNM1
2177	YKL155C	RSM22
2178	YDR251W	PAM1
2179	YCR012W	PGK1
2180	YOR126C	IAH1
2181	YBR293W	VBA2
2182	YLR357W	RSC2
2183	YJR011C	YJR011C
2184	YER089C	PTC2
2185	YDL018C	ERP3
2186	YLL030C	YLL030C
2187	YAL027W	YAL027W
2188	YCR066W	RAD18
2189	YGL245W	GUS1
2190	YHL029C	YHL029C
2191	YNL078W	NIS1
2192	YDL168W	SFA1
2193	YJR006W	HYS2
2194	YOR088W	YOR088W
2195	YFR030W	MET10
2196	YER012W	PRE1
2197	YBR009C	HHF1
2198	YGR229C	SMI1
2199	YLR426W	YLR426W
2200	YNL061W	NOP2
2201	YGR107W	YGR107W
2202	YMR092C	AIP1
2203	YOL022C	YOL022C
2204	YAL024C	LTE1
2205	YJL197W	UBP12
2206	YGL211W	NCS6
2207	YHR215W	PHO12
2208	YNL316C	PHA2
2209	YNL002C	RLP7
2210	YKL104C	GFA1
2211	YMR126C	YMR126C
2212	YBR057C	MUM2
2213	YHR206W	SKN7
2214	YBR167C	POP7
2215	YMR192W	GYL1
2216	YJL039C	NUP192
2217	YMR247C	YMR247C
2218	YDL001W	RMD1
2219	YJR080C	YJR080C
2220	YHL026C	YHL026C
2221	YKR043C	YKR043C
2222	YDR211W	GCD6
2223	YLR318W	EST2
2224	YHR143W	DSE2
2225	YML080W	DUS1
2226	YNL129W	NRK1
2227	YGR056W	RSC1
2228	YPR082C	DIB1
2229	YDR035W	ARO3
2230	YPR123C	YPR123C
2231	YBR166C	TYR1
2232	YMR125W	STO1
2233	YBR259W	YBR259W
2234	YBR242W	YBR242W
2235	YPL016W	SWI1
2236	YDL198C	GGC1
2237	YFR045W	YFR045W
2238	YHR193C	EGD2
2239	YGL005C	COG7
2240	YEL061C	CIN8
2241	YDR385W	EFT2
2242	YJL087C	TRL1
2243	YML015C	TAF11
2244	YLR115W	CFT2
2245	YPR088C	SRP54
2246	YOL106W	YOL106W
2247	YML014W	TRM9
2248	YHR047C	AAP1'
2249	YEL004W	YEA4
2250	YGR166W	KRE11
2251	YJL204C	RCY1
2252	YNL272C	SEC2
2253	YMR183C	SSO2
2254	YHR091C	MSR1
2255	YGL123W	RPS2
2256	YDL050C	YDL050C
2257	YMR005W	TAF4
2258	YDL153C	SAS10
2259	YJR141W	YJR141W
2260	YBR188C	NTC20
2261	YOL066C	RIB2
2262	YGL254W	FZF1
2263	YKR102W	FLO10
2264	Q0075	AI5_BETA
2265	YCL030C	HIS4
2266	YLR046C	YLR046C
2267	YAL010C	MDM10
2268	YGR199W	PMT6
2269	YBR115C	LYS2
2270	YIL130W	YIL130W
2271	YPL213W	LEA1
2272	YKL090W	CUE2
2273	YER090W	TRP2
2274	YPL125W	KAP120
2275	YGL155W	CDC43
2276	YMR218C	TRS130
2277	YMR073C	YMR073C
2278	YHL022C	SPO11
2279	YCR019W	MAK32
2280	YLL016W	SDC25
2281	YMR119W-A	YMR119W-A
2282	YNL159C	ASI2
2283	YOL157C	YOL157C
2284	YOR166C	YOR166C
2285	YLR095C	IOC2
2286	YGR163W	GTR2
2287	YMR035W	IMP2
2288	YFR027W	ECO1
2289	YKR059W	TIF1
2290	YDR066C	YDR066C
2291	YER071C	YER071C
2292	YOR078W	BUD21
2293	YDR325W	YCG1
2294	YKR080W	MTD1
2295	YBR153W	RIB7
2296	YMR075W	YMR075W
2297	YGL189C	RPS26A
2298	YOR229W	WTM2
2299	YIR008C	PRI1
2300	YHR026W	PPA1
2301	YLR114C	YLR114C
2302	YNL083W	SAL1
2303	YOL125W	YOL125W
2304	YBL036C	YBL036C
2305	YBR276C	PPS1
2306	YLR032W	RAD5
2307	YPL153C	RAD53
2308	YDL225W	SHS1
2309	YOR060C	YOR060C
2310	YPL108W	YPL108W
2311	YIL119C	RPI1
2312	YDL178W	DLD2
2313	YEL024W	RIP1
2314	YKL204W	EAP1
2315	YPL127C	HHO1
2316	YNL281W	HCH1
2317	YBR168W	PEX32
2318	YDR346C	SVF1
2319	YNL212W	VID27
2320	YPR180W	AOS1
2321	YPL056C	YPL056C
2322	YGL128C	CWC23
2323	YLR106C	MDN1
2324	YML011C	YML011C
2325	YOL072W	THP1
2326	YJL074C	SMC3
2327	YER180C	ISC10
2328	YDR234W	LYS4
2329	YIL132C	CSM2
2330	YNR008W	LRO1
2331	YDR527W	RBA50
2332	YDR182W	CDC1
2333	YPL040C	ISM1
2334	YDL114W-A	YDL114W-A
2335	YOR069W	VPS5
2336	YFL046W	YFL046W
2337	YMR065W	KAR5
2338	YOR352W	YOR352W
2339	YMR074C	YMR074C
2340	YPL041C	YPL041C
2341	YIL139C	REV7
2342	YML110C	COQ5
2343	YOR368W	RAD17
2344	YEL015W	EDC3
2345	YNL100W	YNL100W
2346	YBL093C	ROX3
2347	YIL109C	SEC24
2348	YLR016C	YLR016C
2349	YBR207W	FTH1
2350	YKL019W	RAM2
2351	YLL028W	TPO1
2352	YNL048W	ALG11
2353	YLR014C	PPR1
2354	YOL068C	HST1
2355	YNL287W	SEC21
2356	YDR205W	MSC2
2357	YLR066W	SPC3
2358	YMR067C	UBX4
2359	YCL027C-A	YCL027C-A
2360	YJR113C	RSM7
2361	YLR187W	SKG3
2362	YMR291W	YMR291W
2363	YML104C	MDM1
2364	YCR098C	GIT1
2365	YPL233W	NSL1
2366	YMR130W	YMR130W
2367	YJR084W	CSN12
2368	YDR524C	AGE1
2369	YLL023C	YLL023C
2370	YGR058W	YGR058W
2371	YKL184W	SPE1
2372	YBR003W	COQ1
2373	YGR140W	CBF2
2374	YGL091C	NBP35
2375	YBR206W	YBR206W
2376	YDR014W	RAD61
2377	YDR076W	RAD55
2378	YJL207C	YJL207C
2379	YBR193C	MED8
2380	YBR204C	YBR204C
2381	YPL091W	GLR1
2382	YHL007C	STE20
2383	YKL039W	PTM1
2384	YLL033W	YLL033W
2385	Q0065	AI4
2386	YJR064W	CCT5
2387	YMR277W	FCP1
2388	YPL118W	MRP51
2389	YKR051W	YKR051W
2390	YBR030W	YBR030W
2391	YNL158W	YNL158W
2392	YHR032W	YHR032W
2393	YJL139C	YUR1
2394	YOL057W	YOL057W
2395	YPR034W	ARP7
2396	YOR145C	PNO1
2397	YER155C	BEM2
2398	YPR036W	VMA13
2399	YPL083C	SEN54
2400	YDL140C	RPO21
2401	YFR034C	PHO4
2402	YDR470C	UGO1
2403	YER164W	CHD1
2404	YPL075W	GCR1
2405	YBR055C	PRP6
2406	YNL181W	YNL181W
2407	YER050C	RSM18
2408	YOL009C	MDM12
2409	YGR147C	NAT2
2410	YLR360W	VPS38
2411	YPL124W	SPC29
2412	YFR013W	IOC3
2413	YOR112W	YOR112W
2414	YDR139C	RUB1
2415	YBR028C	YBR028C
2416	YML038C	YMD8
2417	YBL055C	YBL055C
2418	YFR002W	NIC96
2419	YLR223C	IFH1
2420	YJL031C	BET4
2421	YIL140W	AXL2
2422	YBL109W	YBL109W
2423	YKR055W	RHO4
2424	YDR365C	ESF1
2425	YAR014C	BUD14
2426	YFL023W	BUD27
2427	YOR257W	CDC31
2428	YKL144C	RPC25
2429	YJR016C	ILV3
2430	YBL104C	YBL104C
2431	YMR002W	YMR002W
2432	YIL153W	RRD1
2433	YKR053C	YSR3
2434	YGL241W	KAP114
2435	YDR071C	PAA1
2436	YLR010C	TEN1
2437	YDR248C	YDR248C
2438	YPR047W	MSF1
2439	YDR086C	SSS1
2440	YNL025C	SSN8
2441	YLR373C	VID22
2442	YPR100W	MRPL51
2443	YDL240W	LRG1
2444	YDL155W	CLB3
2445	YML112W	CTK3
2446	YBR165W	UBS1
2447	YDR529C	QCR7
2448	YMR083W	ADH3
2449	YNL216W	RAP1
2450	YPL112C	PEX25
2451	YPL235W	RVB2
2452	YEL013W	VAC8
2453	YDR050C	TPI1
2454	YOL090W	MSH2
2455	YDR227W	SIR4
2456	YHR191C	CTF8
2457	YJL216C	
2458	YDL193W	YDL193W
2459	YMR195W	ICY1
2460	YER122C	GLO3
2461	YDR415C	YDR415C
2462	YDR008C	YDR008C
2463	YHL030W	ECM29
2464	YPL253C	VIK1
2465	YGR263C	YGR263C
2466	YNL275W	YNL275W
2467	YOL028C	YAP7
2468	YML055W	SPC2
2469	YDL103C	QRI1
2470	YOR228C	YOR228C
2471	YDR140W	YDR140W
2472	YBL111C	YBL111C
2473	YIL019W	FAF1
2474	YBR195C	MSI1
2475	YLR040C	YLR040C
2476	YMR171C	YMR171C
2477	YBR227C	MCX1
2478	YNL211C	YNL211C
2479	YOR119C	RIO1
2480	YPR066W	UBA3
2481	YHR078W	YHR078W
2482	YJL034W	KAR2
2483	YGR095C	RRP46
2484	YGR132C	PHB1
2485	YBR113W	YBR113W
2486	YKL219W	COS9
2487	YJR135C	MCM22
2488	YKL213C	DOA1
2489	YBR194W	YBR194W
2490	YGR211W	ZPR1
2491	YER123W	YCK3
2492	YDR416W	SYF1
2493	YBR123C	TFC1
2494	YOR248W	YOR248W
2495	YAL044W-A	YAL044W-A
2496	YBR233W	PBP2
2497	YBR007C	YBR007C
2498	YDR155C	CPR1
2499	YHR083W	SAM35
2500	YGR202C	PCT1
2501	YOR326W	MYO2
2502	YBR198C	TAF5
2503	YGR125W	YGR125W
2504	YDL098C	SNU23
2505	YDR286C	YDR286C
2506	YML067C	ERV41
2507	YOL093W	TRM10
2508	YOR047C	STD1
2509	YCL051W	LRE1
2510	YPL204W	HRR25
2511	YNL241C	ZWF1
2512	YLR354C	TAL1
2513	YDL210W	UGA4
2514	YGL242C	YGL242C
2515	YDR292C	SRP101
2516	YNL084C	END3
2517	YEL052W	AFG1
2518	YKL181W	PRS1
2519	YBR086C	IST2
2520	YOR319W	HSH49
2521	YAL069W	YAL069W
2522	YGL151W	NUT1
2523	YJR098C	YJR098C
2524	YJL147C	YJL147C
2525	YER083C	RMD7
2526	YEL022W	GEA2
2527	YCL004W	PGS1
2528	YJL196C	ELO1
2529	YMR147W	YMR147W
2530	YJR106W	ECM27
2531	YML075C	HMG1
2532	YOL062C	APM4
2533	YDR189W	SLY1
2534	YGR099W	TEL2
2535	YLR430W	SEN1
2536	YIR034C	LYS1
2537	YJL101C	GSH1
2538	YDR389W	SAC7
2539	YER163C	YER163C
2540	YGL252C	RTG2
2541	YCL047C	YCL047C
2542	YHR218W	YHR218W
2543	YHR074W	QNS1
2544	YER140W	YER140W
2545	YHR084W	STE12
2546	YOR346W	REV1
2547	YOL041C	NOP12
2548	YBL085W	BOI1
2549	YBL067C	UBP13
2550	YBR201W	DER1
2551	YOL086W-A	YOL086W-A
2552	YBR239C	YBR239C
2553	YGR122W	YGR122W
2554	YML059C	NTE1
2555	YBR216C	YBP1
2556	YPL055C	LGE1
2557	YLR182W	SWI6
2558	YNL038W	GPI15
2559	YDL089W	YDL089W
2560	YJR018W	YJR018W
2561	YDR296W	MHR1
2562	YBR267W	REI1
2563	YPR169W	YPR169W
2564	YPR174C	YPR174C
2565	YPR094W	RDS3
2566	YLR018C	POM34
2567	YDR240C	SNU56
2568	YDR065W	YDR065W
2569	YML032C	RAD52
2570	YNL312W	RFA2
2571	YMR076C	PDS5
2572	YER087W	YER087W
2573	YGR168C	YGR168C
2574	YGL172W	NUP49
2575	YEL062W	NPR2
2576	YLR465C	BSC3
2577	YLR019W	PSR2
2578	YLR274W	CDC46
2579	YOR329C	SCD5
2580	YLR125W	YLR125W
2581	YDR127W	ARO1
2582	YDL237W	YDL237W
2583	YPR013C	YPR013C
2584	YKL017C	HCS1
2585	YIL068C	SEC6
2586	YJR136C	YJR136C
2587	YGR240C	PFK1
2588	YER120W	SCS2
2589	YDR017C	KCS1
2590	YLR011W	LOT6
2591	YHR152W	SPO12
2592	YJL058C	BIT61
2593	YOR140W	SFL1
2594	YNL064C	YDJ1
2595	YDR185C	YDR185C
2596	YDL025C	YDL025C
2597	YDR320C	SWA2
2598	YKL002W	DID4
2599	YJL112W	MDV1
2600	YER171W	RAD3
2601	YER095W	RAD51
2602	YNL040W	YNL040W
2603	YKR040C	YKR040C
2604	YPL117C	IDI1
2605	YDL156W	YDL156W
2606	YDR143C	SAN1
2607	YML049C	RSE1
2608	YIR009W	MSL1
2609	YLR320W	MMS22
2610	YPL053C	KTR6
2611	YER111C	SWI4
2612	YMR036C	MIH1
2613	YDR279W	RNH202
2614	YIR020C	YIR020C
2615	YPR098C	YPR098C
2616	YIL006W	YIL006W
2617	YGL150C	INO80
2618	YGL201C	MCM6
2619	YBL091C-A	SCS22
2620	YGR101W	PCP1
2621	YHL013C	YHL013C
2622	YDR266C	YDR266C
2623	YDR350C	TCM10
2624	YDR447C	RPS17B
2625	YDR336W	YDR336W
2626	YNL317W	PFS2
2627	YJR100C	YJR100C
2628	YKL179C	COY1
2629	YDR206W	EBS1
2630	YOR169C	YOR169C
2631	YNL065W	AQR1
2632	YKL119C	VPH2
2633	YDR029W	YDR029W
2634	YHR201C	PPX1
2635	YLR145W	RMP1
2636	YBL098W	BNA4
2637	YPL087W	YDC1
2638	YJL129C	TRK1
2639	YMR263W	SAP30
2640	YCL014W	BUD3
2641	YOR039W	CKB2
2642	YER167W	BCK2
2643	YNL082W	PMS1
2644	YHR007C	ERG11
2645	YMR276W	DSK2
2646	YKR087C	OMA1
2647	YOR364W	YOR364W
2648	YDR213W	UPC2
2649	YFL067W	YFL067W
2650	YLR123C	YLR123C
2651	YBR211C	AME1
2652	YPR025C	CCL1
2653	YOR216C	RUD3
2654	YJR142W	YJR142W
2655	YPR045C	YPR045C
2656	YMR155W	YMR155W
2657	YPL259C	APM1
2658	YGR266W	YGR266W
2659	YNL308C	KRI1
2660	YCL057W	PRD1
2661	YNR023W	SNF12
2662	YPR085C	YPR085C
2663	YER022W	SRB4
2664	YPL067C	YPL067C
2665	YML101C	CUE4
2666	YJL088W	ARG3
2667	YER094C	PUP3
2668	YIL120W	QDR1
2669	YBL017C	PEP1
2670	YOR280C	FSH3
2671	YNR029C	YNR029C
2672	YOR291W	YOR291W
2673	YDR135C	YCF1
2674	YJL168C	SET2
2675	YPR029C	APL4
2676	YLR440C	SEC39
2677	YDR393W	SHE9
2678	YIL058W	YIL058W
2679	YGL019W	CKB1
2680	YPR120C	CLB5
2681	YML031W	NDC1
2682	YHR039C-A	VMA10
2683	YLR057W	YLR057W
2684	YDR073W	SNF11
2685	YIL147C	SLN1
2686	YFR048W	RMD8
2687	YDR452W	PPN1
2688	YLR159W	YLR159W
2689	YKL159C	RCN1
2690	YFL039C	ACT1
2691	YJL110C	GZF3
2692	YMR070W	MOT3
2693	YDR228C	PCF11
2694	YPL009C	YPL009C
2695	YNL032W	SIW14
2696	YLR249W	YEF3
2697	YKR042W	UTH1
2698	YFL031W	HAC1
2699	YBR031W	RPL4A
2700	YOL105C	WSC3
2701	YGL116W	CDC20
2702	YNL213C	YNL213C
2703	YGR156W	PTI1
2704	YPR154W	PIN3
2705	YLL054C	YLL054C
2706	YAL016W	TPD3
2707	YGR104C	SRB5
2708	YMR054W	STV1
2709	YMR299C	DYN3
2710	YOR323C	PRO2
2711	YLL065W	YLL065W
2712	YKR084C	HBS1
2713	YJR076C	CDC11
2714	YKR100C	SKG1
2715	YNL122C	YNL122C
2716	YOR367W	SCP1
2717	YJR140C	HIR3
2718	YOR016C	ERP4
2719	YDL033C	SLM3
2720	YNL267W	PIK1
2721	YDL135C	RDI1
2722	YBR245C	ISW1
2723	YML065W	ORC1
2724	YIL149C	MLP2
2725	YBR010W	HHT1
2726	YEL038W	UTR4
2727	YJL222W	VTH2
2728	YDR097C	MSH6
2729	YOR104W	PIN2
2730	YDR230W	YDR230W
2731	YLR263W	RED1
2732	YGR079W	YGR079W
2733	YMR139W	RIM11
2734	YDL074C	BRE1
2735	YPL242C	IQG1
2736	YGR276C	RNH70
2737	YHR176W	FMO1
2738	YKL206C	YKL206C
2739	YHR101C	BIG1
2740	YBR013C	YBR013C
2741	YGR238C	KEL2
2742	YDR378C	LSM6
2743	YJL085W	EXO70
2744	YBL079W	NUP170
2745	YGL140C	YGL140C
2746	YPL148C	PPT2
2747	YLR356W	YLR356W
2748	YDR318W	MCM21
2749	YLR085C	ARP6
2750	YOL123W	HRP1
2751	YOR160W	MTR10
2752	YPL145C	KES1
2753	YLR074C	BUD20
2754	YNL005C	MRP7
2755	YER174C	GRX4
2756	YLR141W	RRN5
2757	YER187W	YER187W
2758	YKR072C	SIS2
2759	YDR444W	YDR444W
2760	YNL309W	STB1
2761	YPR031W	YPR031W
2762	YGL186C	TPN1
2763	YMR266W	YMR266W
2764	YIL048W	NEO1
2765	YMR287C	MSU1
2766	YLR224W	YLR224W
2767	YLL009C	COX17
2768	YER056C	FCY2
2769	YBR218C	PYC2
2770	YPR158W	YPR158W
2771	YEL028W	YEL028W
2772	YNL288W	CAF40
2773	YCL011C	GBP2
2774	YCR101C	YCR101C
2775	YBR080C	SEC18
2776	YDL107W	MSS2
2777	YLR078C	BOS1
2778	YJL138C	TIF2
2779	YMR064W	AEP1
2780	YLR447C	VMA6
2781	YHR050W	SMF2
2782	YNR033W	ABZ1
2783	YIL014W	MNT3
2784	YNL162W	RPL42A
2785	YBR002C	RER2
2786	YJR102C	VPS25
2787	YBR110W	ALG1
2788	YMR264W	CUE1
2789	YMR168C	CEP3
2790	YNL239W	LAP3
2791	YLL018C-A	COX19
2792	YDL146W	YDL146W
2793	YPR189W	SKI3
2794	YHR141C	RPL42B
2795	YDL106C	PHO2
2796	YOL021C	DIS3
2797	YDR511W	ACN9
2798	YGR282C	BGL2
2799	YBR289W	SNF5
2800	YJL029C	VPS53
2801	YDR160W	SSY1
2802	YDR314C	YDR314C
2803	YPR070W	MED1
2804	YNL227C	JJJ1
2805	YGR028W	MSP1
2806	YBL105C	PKC1
2807	YBR215W	HPC2
2808	YKR010C	TOF2
2809	YOR233W	KIN4
2810	YLL025W	YLL025W
2811	YDR263C	DIN7
2812	YHR211W	FLO5
2813	YGL160W	YGL160W
2814	YJR157W	YJR157W
2815	YDR492W	IZH1
2816	Q0060	AI3
2817	YPL161C	BEM4
2818	YJL119C	YJL119C
2819	YDL088C	ASM4
2820	YGL004C	RPN14
2821	YDR027C	VPS54
2822	YOR010C	TIR2
2823	YDR320C-A	DAD4
2824	YPL115C	BEM3
2825	YOR093C	YOR093C
2826	YEL025C	YEL025C
2827	YNL087W	TCB2
2828	YHR161C	YAP1801
2829	YPL239W	YAR1
2830	YBL084C	CDC27
2831	YLR382C	NAM2
2832	YGR049W	SCM4
2833	YGL113W	SLD3
2834	YKL225W	YKL225W
2835	YKL015W	PUT3
2836	YEL051W	VMA8
2837	YDR167W	TAF10
2838	YMR109W	MYO5
2839	YGL053W	PRM8
2840	YGR072W	UPF3
2841	YNL225C	CNM67
2842	YFL010W-A	AUA1
2843	YGL237C	HAP2
2844	YPR097W	YPR097W
2845	YGL110C	CUE3
2846	YEL036C	ANP1
2847	YCR077C	PAT1
2848	YNL168C	YNL168C
2849	YDR312W	SSF2
2850	YMR069W	NAT4
2851	YBR228W	SLX1
2852	YIL142W	CCT2
2853	YOR038C	HIR2
2854	YPR116W	YPR116W
2855	YNL186W	UBP10
2856	YCL016C	DCC1
2857	YKL092C	BUD2
2858	YOR106W	VAM3
2859	YPR055W	SEC8
2860	YNL176C	YNL176C
2861	YJL012C	VTC4
2862	YBR105C	VID24
2863	YLR351C	NIT3
2864	YKR011C	YKR011C
2865	YJR031C	GEA1
2866	YLR386W	VAC14
2867	YDR164C	SEC1
2868	YCL017C	NFS1
2869	YGR206W	YGR206W
2870	YER002W	NOP16
2871	YPR147C	YPR147C
2872	YFR036W	CDC26
2873	YDR323C	PEP7
2874	YBR008C	FLR1
2875	YOL161C	YOL161C
2876	YIL014C-A	YIL014C-A
2877	YML074C	FPR3
2878	YGL181W	GTS1
2879	YNL177C	MRPL22
2880	YHR037W	PUT2
2881	YLR281C	YLR281C
2882	YLR179C	YLR179C
2883	YGL079W	YGL079W
2884	YOR306C	MCH5
2885	YBR157C	ICS2
2886	YKL073W	LHS1
2887	YLR433C	CNA1
2888	YPL023C	MET12
2889	YER029C	SMB1
2890	YML107C	YML107C
2891	YDR507C	GIN4
2892	YJR082C	EAF6
2893	YNL086W	YNL086W
2894	YHR040W	BCD1
2895	YDR328C	SKP1
2896	YIL115C	NUP159
2897	YDL080C	THI3
2898	YPR011C	YPR011C
2899	YAL011W	SWC3
2900	YMR019W	STB4
2901	YGR071C	YGR071C
2902	YDR232W	HEM1
2903	YLL048C	YBT1
2904	YDR106W	ARP10
2905	YBR049C	REB1
2906	YER136W	GDI1
2907	YML053C	YML053C
2908	YKL195W	MIA40
2909	YGR237C	YGR237C
2910	YDR141C	DOP1
2911	YOR094W	ARF3
2912	YLR419W	YLR419W
2913	YER109C	FLO8
2914	YDR338C	YDR338C
2915	YIL085C	KTR7
2916	YLR421C	RPN13
2917	YKL059C	MPE1
2918	YJR068W	RFC2
2919	YCR038C	BUD5
2920	YPL257W	YPL257W
2921	YBR095C	YBR095C
2922	YHR131C	YHR131C
2923	YIL075C	RPN2
2924	YOR165W	SEY1
2925	YLR096W	KIN2
2926	YOR156C	NFI1
2927	YGR212W	SLI1
2928	YDR138W	HPR1
2929	YBL106C	SRO77
2930	YER137C	YER137C
2931	YFL017W-A	SMX2
2932	YDR207C	UME6
2933	YGR210C	YGR210C
2934	YNL157W	YNL157W
2935	YIL095W	PRK1
2936	YPR101W	SNT309
2937	YHR002W	LEU5
2938	YGR119C	NUP57
2939	YDR132C	YDR132C
2940	YPR107C	YTH1
2941	YBR219C	YBR219C
2942	YDR117C	YDR117C
2943	YLR424W	
2944	YMR127C	SAS2
2945	YPL034W	YPL034W
2946	YDL056W	MBP1
2947	YDR539W	YDR539W
2948	YPR018W	RLF2
2949	YGR014W	MSB2
2950	YGL210W	YPT32
2951	YPL072W	UBP16
2952	YGL002W	ERP6
2953	YJL167W	ERG20
2954	YHR058C	MED6
2955	YJL060W	BNA3
2956	YIL148W	RPL40A
2957	YER052C	HOM3
2958	YIL173W	VTH1
2959	YER017C	AFG3
2960	YJL045W	YJL045W
2961	YDR369C	XRS2
2962	YGL011C	SCL1
2963	YCR089W	FIG2
2964	YBR058C-A	TSC3
2965	YPR008W	HAA1
2966	YBL008W	HIR1
2967	YDL224C	WHI4
2968	YLR463C	YLR463C
2969	YJR033C	RAV1
2970	YKL007W	CAP1
2971	YDR057W	YOS9
2972	YOL037C	YOL037C
2973	YML115C	VAN1
2974	YNL310C	ZIM17
2975	YDL233W	YDL233W
2976	YML095C	RAD10
2977	YOR015W	YOR015W
2978	YDR443C	SSN2
2979	YOL147C	PEX11
2980	YDR113C	PDS1
2981	YBR236C	ABD1
2982	YNL278W	CAF120
2983	YOR127W	RGA1
2984	YML009C-A	YML009C-A
2985	YOR242C	SSP2
2986	YNR065C	YNR065C
2987	YCR086W	CSM1
2988	YOR179C	SYC1
2989	YMR184W	YMR184W
2990	YDR517W	GRH1
2991	YKR012C	YKR012C
2992	YIL023C	YIL023C
2993	YMR163C	YMR163C
2994	YGL075C	MPS2
2995	YAR019C	CDC15
2996	YNL107W	YAF9
2997	YJL146W	IDS2
2998	YNL199C	GCR2
2999	YOR193W	PEX27
3000	YLR015W	BRE2
3001	YKL041W	VPS24
3002	YMR233W	YMR233W
3003	YPL151C	PRP46
3004	YPL193W	RSA1
3005	YPL038W	MET31
3006	YBR235W	YBR235W
3007	YHR135C	YCK1
3008	YKL082C	RRP14
3009	YMR129W	POM152
3010	YLR246W	ERF2
3011	YHR118C	ORC6
3012	YMR204C	INP1
3013	YKL060C	FBA1
3014	YFL009W	CDC4
3015	YOL102C	TPT1
3016	YOR262W	YOR262W
3017	YHL006C	SHU1
3018	YOR188W	MSB1
3019	YKL075C	YKL075C
3020	YPR159W	KRE6
3021	YOL005C	RPB11
